FIRST,LAST,ATHLETE_ID,ATHLETE_NUM,POSITION,GUARD,DATE,TIMEPOINT,TP1,ACTIVITY_TYPE,PRACTICE_LAG,PLAYERLOAD,PL_MIN,TRIMP,IMA_A,IMA_D,IMA_L,IMA_R,EXP_EFF,IMA_JUMP_HIGH,JUMPS_TOTAL,EXP_RATIO,PERC_EXP_EFF,AVG_MINS,MIN_DEV,MINUTE,FG_PERC,FG_MADE,FG_TOTAL,FG_MISSED,X3PT_PERC,X3PT_MADE,X3PT_TOT,FT_PERC,FT_MADE,FT_TOTAL,FT_MISSED,ORB,DRB,REBOUND,FOULS,ASSIST,TURNOVER,BLOCKS,STEALS,POINTS,EFFICIENCY
Sonia,Smith,SS4,4,1,1,1/6/24,47,46,0,1,556.28723,5.33327,160.92467,2,3,2,1,21,13,103,0.3775,12.6506,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/7/24,48,47,1,0,918.98627,7.59409,463.964,3,16,6,10,53,18,106,0.57672,17.72575,30.69,7.31,38,64.71,11,17,6,50,5,10,100,3,3,0,2,7,9,0,8,1,1,0,30,41
Sonia,Smith,SS4,4,1,1,1/8/24,49,48,0,2,262.15802,3.05756,115.9465,4,6,29,3,43,1,10,1.64023,46.23656,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/9/24,50,49,0,1,401.78264,3.77534,163.84733,0,3,2,0,6,1,42,0.14933,7.69231,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/10/24,51,50,1,0,515.18002,5.37684,235.44158,3,6,4.5,2,22,13,108,0.42704,19.29825,30.69,0.31,31,70,7,10,3,60,3,5,0,0,0,0,0,5,5,3,2,4,0,0,17,17
Sonia,Smith,SS4,4,1,1,1/12/24,52,51,0,4,423.51388,5.46002,150.94017,6,3,4,4,21,4,56,0.49585,17.79661,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/13/24,53,52,0,3,382.01145,4.50352,116.16783,1,0,0,0,6,5,52,0.15706,10.16949,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/15/24,54,53,0,2,466.69154,4.07808,194.71867,3,7,5,2,23,6,39,0.49283,22.77228,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/16/24,55,54,0,1,538.2666,4.76226,200.9345,1,10,27,23,75,14,75,1.39336,38.46154,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/17/24,56,55,1,0,525.92613,4.93177,258.79567,5,4,3.5,3.5,23.5,15,160,0.44683,16.37631,30.69,-2.69,28,66.67,6,9,3,66.67,2,3,50,2,4,2,0,1,1,0,2,2,0,2,16,14
Sonia,Smith,SS4,4,1,1,1/19/24,57,56,0,2,299.53064,3.37984,128.24183,2,0,0,4,11,5,40,0.36724,16.41791,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/20/24,58,57,0,1,287.19473,3.08765,119.384,4,1,1,0,7,1,41,0.24374,10.9375,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/21/24,59,58,1,0,501.27016,5.23642,232.3115,7.5,3.5,3.5,2.5,23,12,153,0.45883,16.08392,30.69,-1.69,29,54.55,6,11,5,33.33,1,3,100,2,2,0,0,0,0,4,2,3,0,1,15,10
Sonia,Smith,SS4,4,1,1,1/22/24,60,59,0,2,208.43888,3.59567,68.71217,1,0,0,0,1,0,42,0.04798,2.22222,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/23/24,61,60,0,1,417.52138,3.42668,180.63967,2,6,3,5,22,6,79,0.52692,19.46903,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/24/24,62,61,1,0,744.99448,5.99742,420.52016,6,5,6,7,44,20,109,0.59061,18.33333,30.69,5.31,36,18.18,4,22,18,14.29,1,7,100,2,2,0,1,3,4,1,3,1,0,3,11,2
Sonia,Smith,SS4,4,1,1,1/26/24,63,62,0,2,266.61408,3.64047,95.47517,0,0,1,0,6,5,29,0.22504,17.64706,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/27/24,64,63,0,1,286.67308,3.25539,109.25433,0,0,1,1,3,1,40,0.10465,5.88235,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/28/24,65,64,1,0,481.33387,6.586,219.81933,2,5.5,6.5,3.5,25,15,163,0.51939,17.12329,30.69,4.31,35,31.25,5,16,11,16.67,1,6,0,0,0,0,0,0,0,1,4,1,0,2,11,5
Sonia,Smith,SS4,4,1,1,1/30/24,66,65,0,1,168.50302,2.17542,86.31017,1,0,0,0,1,0,4,0.05935,33.33333,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/31/24,67,66,1,0,632.61339,6.261,281.48108,6.5,6.5,4,6,32.5,19,178,0.51374,17.42627,30.69,7.31,38,30,6,20,14,0,0,3,0,0,0,0,2,1,3,0,4,3,0,0,15,5
Sonia,Smith,SS4,4,1,1,2/2/24,68,67,0,1,424.0282,4.03847,155.31534,1,3,1,1,15,9,72,0.35375,15.95745,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,2/3/24,69,68,1,0,974.39688,7.12228,451.09683,9,11,10,9,46,7,101,0.47209,18.4,30.69,9.31,40,42.11,8,19,11,57.14,4,7,100,1,1,0,0,2,2,2,3,3,1,4,21,17
Sonia,Smith,SS4,4,1,1,2/5/24,70,69,0,3,338.98555,5.19033,110.03567,1,3,5,8,20,3,33,0.59,24.69136,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,2/6/24,71,70,0,2,293.2523,3.69513,131.042,2,6,2,2,13,1,19,0.4433,21.31148,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,2/7/24,72,71,0,1,467.08184,3.76152,178.06183,7,6,10,10,38,5,41,0.81356,27.73723,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,2/8/24,73,72,1,0,503.21386,4.89197,211.86192,5,7.5,5,5,36,27,152,0.7154,23.37662,30.69,-0.69,30,30.77,4,13,9,0,0,1,0,0,2,2,2,2,4,4,0,3,0,1,8,-1
Sonia,Smith,SS4,4,1,1,2/9/24,74,73,0,2,412.25261,6.76597,134.88783,6,2,1,3,21,9,48,0.5094,25.3012,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,2/11/24,76,75,1,0,684.20303,4.99558,217.1405,10,4,4,8,35,9,116,0.51154,17.24138,30.69,-7.69,23,50,5,10,5,25,1,4,66.67,2,3,1,0,3,3,1,5,3,0,0,13,12
Sonia,Smith,SS4,4,1,1,2/21/24,84,83,1,0,848.52669,6.09082,298.77366,6,9,10,9,48,14,123,0.56569,18.32061,30.69,4.31,35,23.53,4,17,13,0,0,4,100,4,4,0,0,1,1,4,2,2,1,3,12,4
Sonia,Smith,SS4,4,1,1,2/23/24,85,84,0,1,600.96819,3.53556,247.06083,5,8,6,2,27,6,69,0.44928,17.30769,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,2/24/24,86,85,1,0,878.82822,6.10111,289.978,4,13,10,18,61,16,99,0.69411,25.10288,30.69,12.31,43,60,9,15,6,40,2,5,75,3,4,1,0,3,3,0,2,1,0,1,23,21
Sonia,Smith,SS4,4,1,1,2/26/24,87,86,0,2,315.96913,3.99343,98.60483,2,1,5,4,13,1,34,0.41143,18.57143,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,2/27/24,88,87,0,1,482.19681,4.71733,225.5665,4,2,0,5,15,4,80,0.31108,11.45038,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,2/28/24,89,88,1,0,630.87028,4.91353,189.6305,3,7,2.5,1.5,24,20,175,0.38043,15.7377,30.69,0.31,31,20,2,10,8,0,0,3,100,4,4,0,0,2,2,1,4,2,1,1,8,6
Tavi,Habib,TV5,5,1,1,11/4/23,1,0,0,2,645.84042,6.07291,141.89883,11,5,10,10,60,24,76,0.92902,26.78571,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/5/23,2,1,0,1,321.99898,3.39413,95.772,4,5,6,1,36,20,72,1.11802,31.03448,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/6/23,3,2,1,0,415.48379,4.3366,101.333,3.5,6,2.5,2,32.5,37,154,0.78222,26,27.36,-10.36,17,50,6,12,6,37.5,3,8,100,3,3,0,1,4,5,2,1,0,0,2,18,20
Tavi,Habib,TV5,5,1,1,11/8/23,4,3,0,1,417.08603,4.512,93.30167,3,4,6,2,30,15,52,0.71928,27.77778,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/9/23,5,4,1,0,987.65653,6.17729,379.3545,12,8,19,17,83,27,121,0.84037,28.42466,27.36,1.64,29,60,6,10,4,0,0,1,72.73,8,11,3,1,6,7,2,0,3,0,1,20,18
Tavi,Habib,TV5,5,1,1,11/10/23,6,5,0,2,296.11652,3.15643,109.7145,3,7,2,4,19,3,18,0.64164,31.14754,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/11/23,7,6,0,1,565.46362,4.1954,163.30233,8,6,4,6,33,9,86,0.58359,17.83784,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/12/23,8,7,1,0,598.03867,4.43657,227.08867,4,8,9,5,42,16,89,0.7023,23.33333,27.36,-13.36,14,25,1,4,3,0,0,1,100,2,2,0,0,0,0,4,0,1,0,1,4,1
Tavi,Habib,TV5,5,1,1,11/14/23,9,8,0,1,336.44639,3.38212,127.24583,1,5,4,2,18,6,50,0.535,21.42857,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/15/23,10,9,1,0,567.00743,6.0037,192.01441,6.5,1.5,9,3,36.5,33,191,0.64373,20.50562,27.36,1.64,29,50,4,8,4,40,2,5,0,0,0,0,0,4,4,2,1,2,1,2,10,12
Tavi,Habib,TV5,5,1,1,11/17/23,11,10,0,1,525.71685,3.94195,205.53834,9,4,6,4,39,16,45,0.74184,25.4902,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/18/23,12,11,1,0,463.52198,4.48709,166.08967,3,3.5,8,7,36,29,170,0.77666,24.32432,27.36,-11.36,16,50,2,4,2,100,2,2,0,0,0,0,2,4,6,1,1,0,0,2,6,13
Tavi,Habib,TV5,5,1,1,11/20/23,13,12,0,2,321.1813,3.49384,147.18183,5,5,4,8,44,22,57,1.36994,32.11679,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/21/23,14,13,0,1,500.37343,3.76007,202.218,5,6,12,3,40,14,72,0.7994,25.97403,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/22/23,15,14,1,0,880.41192,6.67234,317.2665,12,13,17,10,76,24,84,0.86323,28.35821,27.36,-1.36,26,40,2,5,3,33.33,1,3,66.67,6,9,3,1,5,6,3,1,1,1,1,11,13
Tavi,Habib,TV5,5,1,1,11/24/23,16,15,0,2,502.05131,3.89167,220.46717,1,6,9,2,26,8,48,0.51788,18.84058,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/25/23,17,16,0,1,368.48418,4.09773,104.70767,0,2,2,2,22,16,91,0.59704,15.38462,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/26/23,18,17,1,0,765.86068,6.52316,234.34967,11,8,13,10,67,25,87,0.87483,25.76923,27.36,-3.36,24,42.86,3,7,4,0,0,1,0,0,0,0,3,5,8,1,1,1,0,2,6,12
Tavi,Habib,TV5,5,1,1,11/28/23,19,18,0,5,414.78362,3.27108,188.209,0,5,6,4,26,11,59,0.62683,18.84058,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/29/23,20,19,0,4,585.69087,4.04961,298.63967,4,6,4,4,33,15,86,0.56344,21.29032,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,11/30/23,21,20,0,3,314.30165,5.34203,129.95067,1,1,2,4,12,4,80,0.3818,11.32075,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/1/23,22,21,0,2,472.71103,4.80336,218.43084,1,2,5,7,44,29,76,0.9308,31.88406,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/2/23,23,22,0,1,441.69788,4.93344,150.22283,0,3,3,3,50,41,144,1.132,27.47253,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/3/23,24,23,1,0,851.00494,6.00192,533.7855,7,8,11,19,74,29,117,0.86956,29.71888,27.36,0.64,28,33.33,2,6,4,0,0,1,100,1,1,0,2,4,6,5,0,2,0,0,5,5
Tavi,Habib,TV5,5,1,1,12/6/23,25,24,0,3,149.64255,5.73493,72.73617,0,1,1,0,11,9,27,0.73509,23.40426,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/7/23,26,25,0,2,458.90551,4.22667,232.78366,5,5,10,2,26,4,42,0.56657,23.21429,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/8/23,27,26,0,1,462.14683,4.70979,162.3805,5,4,0,1,31,21,94,0.67078,22.46377,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/9/23,28,27,1,0,753.75995,6.18303,344.19717,7,5,10,10,49,17,119,0.65007,21.49123,27.36,-7.36,20,60,3,5,2,50,2,4,0,0,0,0,1,1,2,2,0,2,0,1,8,7
Tavi,Habib,TV5,5,1,1,12/12/23,29,28,0,5,733.33639,4.53097,451.6895,8,6,7,5,56,30,134,0.76363,25.57078,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/13/23,30,29,0,4,698.06655,4.53679,341.787,14,5,10,2,51,20,111,0.73059,26.98413,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/15/23,31,30,0,3,586.854,4.41387,281.75234,3,4,5,3,34,19,101,0.57936,20.48193,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/16/23,32,31,0,2,278.88229,3.14676,115.55,2,5,4,2,13,0,8,0.46615,22.0339,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/17/23,33,32,0,1,383.70798,4.86344,131.53217,2,1,1,1,18,13,68,0.46911,17.30769,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/18/23,34,33,1,0,607.3552,6.03261,296.12617,7.5,3.5,10.5,7,42,27,151,0.69152,24.63343,27.36,-0.36,27,30.77,4,13,9,33.33,1,3,0,0,0,0,2,0,2,2,0,3,0,3,9,2
Tavi,Habib,TV5,5,1,1,12/20/23,35,34,0,2,541.08447,3.83364,310.5165,9,4,16,1,42,12,53,0.77622,28,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/21/23,36,35,0,1,536.28322,4.49138,215.39733,6,3,6,5,35,15,47,0.65264,26.51515,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/22/23,37,36,1,0,813.34042,6.20329,427.63383,14,3,9,10,57,21,104,0.70081,23.36066,27.36,-4.36,23,80,4,5,1,100,1,1,0,0,0,0,1,3,4,1,0,1,0,1,9,12
Tavi,Habib,TV5,5,1,1,12/27/23,38,37,0,3,809.25583,5.72258,673.21216,7,4,5,2,43,25,89,0.53135,21.18227,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/28/23,39,38,0,2,345.29176,3.73756,150.6185,2,2,3,1,8,0,39,0.23169,11.26761,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/29/23,40,39,0,1,556.30157,3.68744,285.87616,2,12,4,4,44,22,83,0.79094,28.57143,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,12/30/23,41,40,1,0,581.38094,4.89566,258.43325,6,8,6.5,7,44.5,34,175,0.76542,27.98742,27.36,-6.36,21,50,3,6,3,50,1,2,0,0,1,1,3,1,4,0,0,2,0,2,7,7
Tavi,Habib,TV5,5,1,1,12/31/23,42,41,0,2,398.43958,3.8695,157.47383,2,1,3,1,21,14,62,0.52706,18.10345,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/1/24,43,42,0,1,474.50688,4.55581,181.11267,4,3,7,7,33,12,71,0.69546,25.38462,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/2/24,44,43,1,0,559.49015,5.8381,200.86042,3.5,4.5,8,6,36,28,164,0.64344,22.5,27.36,-0.36,27,33.33,2,6,4,50,1,2,50,1,2,1,2,3,5,0,1,2,0,1,6,6
Tavi,Habib,TV5,5,1,1,1/4/24,45,44,0,3,825.83144,5.23443,472.26816,7,6,7,5,53,28,92,0.64178,24.42396,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/5/24,46,45,0,2,474.31688,4.06402,196.89867,4,4,5,4,27,10,55,0.56924,21.42857,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/6/24,47,46,0,1,493.60055,4.73227,158.89633,3,3,5,1,51,39,118,1.03322,30.90909,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/7/24,48,47,1,0,938.79838,7.75781,273.37667,10,8,22,10,75,25,105,0.79889,28.84615,27.36,6.64,34,45.45,5,11,6,50,3,6,50,1,2,1,1,5,6,1,3,0,1,1,14,18
Tavi,Habib,TV5,5,1,1,1/8/24,49,48,0,2,322.7979,3.7648,108.8955,0,3,4,4,15,4,14,0.46469,24.19355,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/9/24,50,49,0,1,378.8342,3.55971,183.52333,3,10,4,0,28,11,44,0.73911,25,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/10/24,51,50,1,0,623.8376,5.56534,223.058,4.5,10,9.5,5.5,45.5,32,174,0.72936,23.69792,27.36,2.64,30,60,3,5,2,100,1,1,50,1,2,1,1,6,7,0,2,0,0,1,8,15
Tavi,Habib,TV5,5,1,1,1/12/24,52,51,0,4,445.22419,5.73992,135.263,6,4,6,7,51,28,80,1.14549,32.27848,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/13/24,53,52,0,3,113.71266,7.22926,23.17867,0,0,0,0,0,0,10,0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/15/24,54,53,0,2,551.77649,4.82158,270.944,11,3,10,5,47,18,55,0.85179,27.48538,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/16/24,55,54,0,1,616.66696,5.45589,274.82183,7,8,8,4,66,39,99,1.07027,34.73684,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/17/24,56,55,1,0,591.01179,5.5421,230.678,3.5,6,10.5,6,41.5,31,203,0.70219,21.95767,27.36,-5.36,22,37.5,3,8,5,0,0,2,0,0,0,0,1,1,2,5,0,0,0,0,6,3
Tavi,Habib,TV5,5,1,1,1/19/24,57,56,0,2,456.76788,5.15407,168.00534,5,3,1,2,27,16,75,0.59111,20.61069,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/20/24,58,57,0,1,405.90641,4.36393,124.285,0,0,1,0,17,16,73,0.41882,20.2381,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/21/24,59,58,1,0,485.15246,5.06805,198.57792,3,4,6,2,28.5,27,159,0.58744,20.80292,27.36,-9.36,18,25,1,4,3,0,0,1,100,2,2,0,0,3,3,1,1,1,1,1,4,6
Tavi,Habib,TV5,5,1,1,1/22/24,60,59,0,2,233.4139,4.02651,72.19217,0,0,0,0,2,2,129,0.08568,1.40845,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/23/24,61,60,0,1,475.20681,3.90012,192.80683,5,1,9,4,27,8,95,0.56817,17.41935,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/24/24,62,61,1,0,911.11117,7.33471,442.81833,10,10,15,13,70,22,110,0.76829,27.34375,27.36,2.64,30,0,0,6,6,0,0,2,50,1,2,1,2,2,4,0,0,2,0,1,1,-3
Tavi,Habib,TV5,5,1,1,1/26/24,63,62,0,2,302.33189,4.12818,127.2595,3,1,3,4,17,6,41,0.5623,27.41935,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/27/24,64,63,0,1,357.98707,4.06522,157.43533,2,2,4,1,14,5,47,0.39108,14.73684,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/28/24,65,64,1,0,546.92483,7.01474,220.218,7,5,9,3,42.5,37,151,0.77707,26.64577,27.36,6.64,34,55.56,5,9,4,40,2,5,100,1,1,0,2,7,9,1,1,1,0,2,13,20
